Time,Verhicle Numbers(t),Verhicle Numbers(t-1),Verhicle Numbers(t-2),Verhicle Numbers(t-3),Verhicle Numbers(t-4)
2021-07-29 08:50:00,290,892,87,28,781
2021-07-29 08:55:00,15,290,892,87,28
2021-07-29 09:00:00,860,15,290,892,87
2021-07-29 09:05:00,152,860,15,290,892
2021-07-29 09:10:00,908,152,860,15,290
2021-07-29 09:15:00,942,908,152,860,15
2021-07-29 09:20:00,966,942,908,152,860
2021-07-29 09:25:00,250,966,942,908,152
2021-07-29 09:30:00,191,250,966,942,908
2021-07-29 09:35:00,602,191,250,966,942
2021-07-29 09:40:00,754,602,191,250,966
2021-07-29 09:45:00,977,754,602,191,250
2021-07-29 09:50:00,804,977,754,602,191
2021-07-29 09:55:00,852,804,977,754,602
2021-07-29 10:00:00,130,852,804,977,754
2021-07-29 10:05:00,152,130,852,804,977
2021-07-29 10:10:00,89,152,130,852,804
2021-07-29 10:15:00,174,89,152,130,852
2021-07-29 10:20:00,590,174,89,152,130
2021-07-29 10:25:00,23,590,174,89,152
2021-07-29 10:30:00,169,23,590,174,89
2021-07-29 10:35:00,443,169,23,590,174
2021-07-29 10:40:00,755,443,169,23,590
2021-07-29 10:45:00,134,755,443,169,23
2021-07-29 10:50:00,445,134,755,443,169
2021-07-29 10:55:00,968,445,134,755,443
2021-07-29 11:00:00,726,968,445,134,755
2021-07-29 11:05:00,680,726,968,445,134
2021-07-29 11:10:00,248,680,726,968,445
2021-07-29 11:15:00,503,248,680,726,968
2021-07-29 11:20:00,783,503,248,680,726
2021-07-29 11:25:00,961,783,503,248,680
2021-07-29 11:30:00,176,961,783,503,248
2021-07-29 11:35:00,509,176,961,783,503
2021-07-29 11:40:00,904,509,176,961,783
2021-07-29 11:45:00,435,904,509,176,961
2021-07-29 11:50:00,717,435,904,509,176
2021-07-29 11:55:00,446,717,435,904,509
2021-07-29 12:00:00,395,446,717,435,904
2021-07-29 12:05:00,459,395,446,717,435
2021-07-29 12:10:00,376,459,395,446,717
2021-07-29 12:15:00,519,376,459,395,446
2021-07-29 12:20:00,455,519,376,459,395
2021-07-29 12:25:00,727,455,519,376,459
2021-07-29 12:30:00,67,727,455,519,376
2021-07-29 12:35:00,961,67,727,455,519
2021-07-29 12:40:00,856,961,67,727,455
2021-07-29 12:45:00,147,856,961,67,727
2021-07-29 12:50:00,629,147,856,961,67
2021-07-29 12:55:00,446,629,147,856,961
2021-07-29 13:00:00,474,446,629,147,856
2021-07-29 13:05:00,463,474,446,629,147
2021-07-29 13:10:00,132,463,474,446,629
2021-07-29 13:15:00,976,132,463,474,446
2021-07-29 13:20:00,14,976,132,463,474
2021-07-29 13:25:00,735,14,976,132,463
2021-07-29 13:30:00,368,735,14,976,132
2021-07-29 13:35:00,797,368,735,14,976
2021-07-29 13:40:00,593,797,368,735,14
2021-07-29 13:45:00,601,593,797,368,735
2021-07-29 13:50:00,225,601,593,797,368
2021-07-29 13:55:00,32,225,601,593,797
2021-07-29 14:00:00,75,32,225,601,593
2021-07-29 14:05:00,4,75,32,225,601
2021-07-29 14:10:00,475,4,75,32,225
2021-07-29 14:15:00,937,475,4,75,32
2021-07-29 14:20:00,213,937,475,4,75
2021-07-29 14:25:00,762,213,937,475,4
2021-07-29 14:30:00,103,762,213,937,475
2021-07-29 14:35:00,132,103,762,213,937
2021-07-29 14:40:00,998,132,103,762,213
2021-07-29 14:45:00,622,998,132,103,762
2021-07-29 14:50:00,330,622,998,132,103
2021-07-29 14:55:00,49,330,622,998,132
2021-07-29 15:00:00,48,49,330,622,998
2021-07-29 15:05:00,535,48,49,330,622
2021-07-29 15:10:00,391,535,48,49,330
2021-07-29 15:15:00,391,391,535,48,49
2021-07-29 15:20:00,418,391,391,535,48
2021-07-29 15:25:00,214,418,391,391,535
2021-07-29 15:30:00,241,214,418,391,391
2021-07-29 15:35:00,42,241,214,418,391
2021-07-29 15:40:00,914,42,241,214,418
2021-07-29 15:45:00,138,914,42,241,214
2021-07-29 15:50:00,55,138,914,42,241
2021-07-29 15:55:00,997,55,138,914,42
2021-07-29 16:00:00,547,997,55,138,914
2021-07-29 16:05:00,626,547,997,55,138
2021-07-29 16:10:00,170,626,547,997,55
2021-07-29 16:15:00,694,170,626,547,997
2021-07-29 16:20:00,185,694,170,626,547
2021-07-29 16:25:00,716,185,694,170,626
2021-07-29 16:30:00,554,716,185,694,170
2021-07-29 16:35:00,262,554,716,185,694
2021-07-29 16:40:00,0,262,554,716,185
2021-07-29 16:45:00,674,0,262,554,716
2021-07-29 16:50:00,574,674,0,262,554
2021-07-29 16:55:00,276,574,674,0,262
2021-07-29 17:00:00,3,276,574,674,0
2021-07-29 17:05:00,157,3,276,574,674
2021-07-29 17:10:00,428,157,3,276,574
2021-07-29 17:15:00,589,428,157,3,276
2021-07-29 17:20:00,77,589,428,157,3
2021-07-29 17:25:00,596,77,589,428,157
2021-07-29 17:30:00,877,596,77,589,428
2021-07-29 17:35:00,528,877,596,77,589
2021-07-29 17:40:00,253,528,877,596,77
2021-07-29 17:45:00,346,253,528,877,596
2021-07-29 17:50:00,684,346,253,528,877
2021-07-29 17:55:00,755,684,346,253,528
2021-07-29 18:00:00,469,755,684,346,253
2021-07-29 18:05:00,774,469,755,684,346
2021-07-29 18:10:00,564,774,469,755,684
2021-07-29 18:15:00,267,564,774,469,755
2021-07-29 18:20:00,518,267,564,774,469
2021-07-29 18:25:00,307,518,267,564,774
2021-07-29 18:30:00,673,307,518,267,564
2021-07-29 18:35:00,687,673,307,518,267
2021-07-29 18:40:00,790,687,673,307,518
2021-07-29 18:45:00,480,790,687,673,307
2021-07-29 18:50:00,85,480,790,687,673
2021-07-29 18:55:00,55,85,480,790,687
2021-07-29 19:00:00,645,55,85,480,790
2021-07-29 19:05:00,229,645,55,85,480
2021-07-29 19:10:00,711,229,645,55,85
2021-07-29 19:15:00,720,711,229,645,55
2021-07-29 19:20:00,465,720,711,229,645
2021-07-29 19:25:00,432,465,720,711,229
2021-07-29 19:30:00,571,432,465,720,711
2021-07-29 19:35:00,665,571,432,465,720
2021-07-29 19:40:00,665,665,571,432,465
2021-07-29 19:45:00,722,665,665,571,432
2021-07-29 19:50:00,512,722,665,665,571
2021-07-29 19:55:00,335,512,722,665,665
2021-07-29 20:00:00,185,335,512,722,665
2021-07-29 20:05:00,434,185,335,512,722
2021-07-29 20:10:00,715,434,185,335,512
2021-07-29 20:15:00,245,715,434,185,335
2021-07-29 20:20:00,815,245,715,434,185
2021-07-29 20:25:00,568,815,245,715,434
2021-07-29 20:30:00,748,568,815,245,715
2021-07-29 20:35:00,253,748,568,815,245
2021-07-29 20:40:00,293,253,748,568,815
2021-07-29 20:45:00,96,293,253,748,568
2021-07-29 20:50:00,483,96,293,253,748
2021-07-29 20:55:00,121,483,96,293,253
2021-07-29 21:00:00,888,121,483,96,293
2021-07-29 21:05:00,904,888,121,483,96
2021-07-29 21:10:00,179,904,888,121,483
2021-07-29 21:15:00,837,179,904,888,121
2021-07-29 21:20:00,118,837,179,904,888
2021-07-29 21:25:00,190,118,837,179,904
2021-07-29 21:30:00,47,190,118,837,179
2021-07-29 21:35:00,288,47,190,118,837
2021-07-29 21:40:00,880,288,47,190,118
2021-07-29 21:45:00,309,880,288,47,190
2021-07-29 21:50:00,29,309,880,288,47
2021-07-29 21:55:00,377,29,309,880,288
2021-07-29 22:00:00,652,377,29,309,880
2021-07-29 22:05:00,689,652,377,29,309
2021-07-29 22:10:00,606,689,652,377,29
2021-07-29 22:15:00,25,606,689,652,377
2021-07-29 22:20:00,296,25,606,689,652
2021-07-29 22:25:00,956,296,25,606,689
2021-07-29 22:30:00,19,956,296,25,606
2021-07-29 22:35:00,302,19,956,296,25
2021-07-29 22:40:00,784,302,19,956,296
2021-07-29 22:45:00,106,784,302,19,956
2021-07-29 22:50:00,737,106,784,302,19
2021-07-29 22:55:00,939,737,106,784,302
2021-07-29 23:00:00,376,939,737,106,784
2021-07-29 23:05:00,678,376,939,737,106
2021-07-29 23:10:00,473,678,376,939,737
2021-07-29 23:15:00,171,473,678,376,939
2021-07-29 23:20:00,416,171,473,678,376
2021-07-29 23:25:00,776,416,171,473,678
2021-07-29 23:30:00,449,776,416,171,473
2021-07-29 23:35:00,90,449,776,416,171
2021-07-29 23:40:00,994,90,449,776,416
2021-07-29 23:45:00,611,994,90,449,776
2021-07-29 23:50:00,846,611,994,90,449
2021-07-29 23:55:00,385,846,611,994,90
2021-07-30 00:00:00,595,385,846,611,994
2021-07-30 00:05:00,821,595,385,846,611
2021-07-30 00:10:00,94,821,595,385,846
2021-07-30 00:15:00,121,94,821,595,385
2021-07-30 00:20:00,144,121,94,821,595
2021-07-30 00:25:00,680,144,121,94,821
2021-07-30 00:30:00,414,680,144,121,94
2021-07-30 00:35:00,366,414,680,144,121
2021-07-30 00:40:00,379,366,414,680,144
2021-07-30 00:45:00,828,379,366,414,680
2021-07-30 00:50:00,205,828,379,366,414
2021-07-30 00:55:00,570,205,828,379,366
2021-07-30 01:00:00,351,570,205,828,379
2021-07-30 01:05:00,803,351,570,205,828
2021-07-30 01:10:00,206,803,351,570,205
2021-07-30 01:15:00,641,206,803,351,570
2021-07-30 01:20:00,48,641,206,803,351
2021-07-30 01:25:00,54,48,641,206,803
2021-07-30 01:30:00,962,54,48,641,206
2021-07-30 01:35:00,223,962,54,48,641
2021-07-30 01:40:00,727,223,962,54,48
2021-07-30 01:45:00,361,727,223,962,54
2021-07-30 01:50:00,204,361,727,223,962
2021-07-30 01:55:00,563,204,361,727,223
2021-07-30 02:00:00,167,563,204,361,727
2021-07-30 02:05:00,431,167,563,204,361
2021-07-30 02:10:00,384,431,167,563,204
2021-07-30 02:15:00,598,384,431,167,563
2021-07-30 02:20:00,720,598,384,431,167
2021-07-30 02:25:00,725,720,598,384,431
2021-07-30 02:30:00,587,725,720,598,384
2021-07-30 02:35:00,147,587,725,720,598
2021-07-30 02:40:00,726,147,587,725,720
2021-07-30 02:45:00,223,726,147,587,725
2021-07-30 02:50:00,759,223,726,147,587
2021-07-30 02:55:00,891,759,223,726,147
2021-07-30 03:00:00,282,891,759,223,726
2021-07-30 03:05:00,166,282,891,759,223
2021-07-30 03:10:00,174,166,282,891,759
2021-07-30 03:15:00,267,174,166,282,891
2021-07-30 03:20:00,610,267,174,166,282
2021-07-30 03:25:00,493,610,267,174,166
2021-07-30 03:30:00,659,493,610,267,174
2021-07-30 03:35:00,287,659,493,610,267
2021-07-30 03:40:00,514,287,659,493,610
2021-07-30 03:45:00,734,514,287,659,493
2021-07-30 03:50:00,509,734,514,287,659
2021-07-30 03:55:00,130,509,734,514,287
2021-07-30 04:00:00,834,130,509,734,514
2021-07-30 04:05:00,599,834,130,509,734
2021-07-30 04:10:00,679,599,834,130,509
2021-07-30 04:15:00,852,679,599,834,130
2021-07-30 04:20:00,155,852,679,599,834
2021-07-30 04:25:00,382,155,852,679,599
2021-07-30 04:30:00,731,382,155,852,679
2021-07-30 04:35:00,913,731,382,155,852
2021-07-30 04:40:00,890,913,731,382,155
2021-07-30 04:45:00,616,890,913,731,382
2021-07-30 04:50:00,728,616,890,913,731
2021-07-30 04:55:00,118,728,616,890,913
2021-07-30 05:00:00,691,118,728,616,890
2021-07-30 05:05:00,236,691,118,728,616
2021-07-30 05:10:00,26,236,691,118,728
2021-07-30 05:15:00,365,26,236,691,118
2021-07-30 05:20:00,429,365,26,236,691
2021-07-30 05:25:00,919,429,365,26,236
2021-07-30 05:30:00,760,919,429,365,26
2021-07-30 05:35:00,795,760,919,429,365
2021-07-30 05:40:00,397,795,760,919,429
2021-07-30 05:45:00,530,397,795,760,919
2021-07-30 05:50:00,915,530,397,795,760
2021-07-30 05:55:00,685,915,530,397,795
2021-07-30 06:00:00,197,685,915,530,397
2021-07-30 06:05:00,354,197,685,915,530
2021-07-30 06:10:00,847,354,197,685,915
2021-07-30 06:15:00,935,847,354,197,685
2021-07-30 06:20:00,217,935,847,354,197
2021-07-30 06:25:00,89,217,935,847,354
2021-07-30 06:30:00,673,89,217,935,847
2021-07-30 06:35:00,898,673,89,217,935
2021-07-30 06:40:00,42,898,673,89,217
2021-07-30 06:45:00,794,42,898,673,89
2021-07-30 06:50:00,891,794,42,898,673
2021-07-30 06:55:00,779,891,794,42,898
2021-07-30 07:00:00,57,779,891,794,42
2021-07-30 07:05:00,361,57,779,891,794
2021-07-30 07:10:00,376,361,57,779,891
2021-07-30 07:15:00,466,376,361,57,779
2021-07-30 07:20:00,989,466,376,361,57
2021-07-30 07:25:00,18,989,466,376,361
2021-07-30 07:30:00,66,18,989,466,376
2021-07-30 07:35:00,472,66,18,989,466
2021-07-30 07:40:00,522,472,66,18,989
2021-07-30 07:45:00,708,522,472,66,18
2021-07-30 07:50:00,348,708,522,472,66
2021-07-30 07:55:00,541,348,708,522,472
2021-07-30 08:00:00,736,541,348,708,522
2021-07-30 08:05:00,439,736,541,348,708
2021-07-30 08:10:00,501,439,736,541,348
2021-07-30 08:15:00,681,501,439,736,541
2021-07-30 08:20:00,235,681,501,439,736
2021-07-30 08:25:00,907,235,681,501,439
2021-07-30 08:30:00,366,907,235,681,501
2021-07-30 08:35:00,531,366,907,235,681
2021-07-30 08:40:00,982,531,366,907,235
2021-07-30 08:45:00,564,982,531,366,907
2021-07-30 08:50:00,520,564,982,531,366
2021-07-30 08:55:00,128,520,564,982,531
2021-07-30 09:00:00,62,128,520,564,982
2021-07-30 09:05:00,548,62,128,520,564
2021-07-30 09:10:00,730,548,62,128,520
2021-07-30 09:15:00,816,730,548,62,128
2021-07-30 09:20:00,485,816,730,548,62
2021-07-30 09:25:00,448,485,816,730,548
2021-07-30 09:30:00,521,448,485,816,730
2021-07-30 09:35:00,849,521,448,485,816
2021-07-30 09:40:00,996,849,521,448,485
2021-07-30 09:45:00,645,996,849,521,448
2021-07-30 09:50:00,322,645,996,849,521
2021-07-30 09:55:00,330,322,645,996,849
2021-07-30 10:00:00,462,330,322,645,996
2021-07-30 10:05:00,333,462,330,322,645
2021-07-30 10:10:00,458,333,462,330,322
2021-07-30 10:15:00,972,458,333,462,330
2021-07-30 10:20:00,899,972,458,333,462
2021-07-30 10:25:00,468,899,972,458,333
2021-07-30 10:30:00,630,468,899,972,458
2021-07-30 10:35:00,194,630,468,899,972
2021-07-30 10:40:00,206,194,630,468,899
2021-07-30 10:45:00,77,206,194,630,468
2021-07-30 10:50:00,958,77,206,194,630
2021-07-30 10:55:00,141,958,77,206,194
2021-07-30 11:00:00,134,141,958,77,206
2021-07-30 11:05:00,349,134,141,958,77
2021-07-30 11:10:00,584,349,134,141,958
2021-07-30 11:15:00,108,584,349,134,141
2021-07-30 11:20:00,400,108,584,349,134
2021-07-30 11:25:00,301,400,108,584,349
2021-07-30 11:30:00,171,301,400,108,584
2021-07-30 11:35:00,630,171,301,400,108
2021-07-30 11:40:00,292,630,171,301,400
2021-07-30 11:45:00,132,292,630,171,301
2021-07-30 11:50:00,282,132,292,630,171
2021-07-30 11:55:00,63,282,132,292,630
2021-07-30 12:00:00,422,63,282,132,292
2021-07-30 12:05:00,569,422,63,282,132
2021-07-30 12:10:00,40,569,422,63,282
2021-07-30 12:15:00,643,40,569,422,63
2021-07-30 12:20:00,980,643,40,569,422
2021-07-30 12:25:00,813,980,643,40,569
2021-07-30 12:30:00,11,813,980,643,40
2021-07-30 12:35:00,448,11,813,980,643
2021-07-30 12:40:00,812,448,11,813,980
2021-07-30 12:45:00,37,812,448,11,813
2021-07-30 12:50:00,797,37,812,448,11
2021-07-30 12:55:00,397,797,37,812,448
2021-07-30 13:00:00,765,397,797,37,812
2021-07-30 13:05:00,579,765,397,797,37
2021-07-30 13:10:00,289,579,765,397,797
2021-07-30 13:15:00,354,289,579,765,397
2021-07-30 13:20:00,449,354,289,579,765
2021-07-30 13:25:00,11,449,354,289,579
2021-07-30 13:30:00,439,11,449,354,289
2021-07-30 13:35:00,73,439,11,449,354
2021-07-30 13:40:00,168,73,439,11,449
2021-07-30 13:45:00,213,168,73,439,11
2021-07-30 13:50:00,862,213,168,73,439
2021-07-30 13:55:00,170,862,213,168,73
2021-07-30 14:00:00,617,170,862,213,168
2021-07-30 14:05:00,565,617,170,862,213
2021-07-30 14:10:00,197,565,617,170,862
2021-07-30 14:15:00,364,197,565,617,170
2021-07-30 14:20:00,135,364,197,565,617
2021-07-30 14:25:00,246,135,364,197,565
2021-07-30 14:30:00,384,246,135,364,197
2021-07-30 14:35:00,991,384,246,135,364
2021-07-30 14:40:00,448,991,384,246,135
2021-07-30 14:45:00,795,448,991,384,246
2021-07-30 14:50:00,814,795,448,991,384
2021-07-30 14:55:00,276,814,795,448,991
2021-07-30 15:00:00,839,276,814,795,448
2021-07-30 15:05:00,19,839,276,814,795
2021-07-30 15:10:00,765,19,839,276,814
2021-07-30 15:15:00,730,765,19,839,276
2021-07-30 15:20:00,414,730,765,19,839
2021-07-30 15:25:00,458,414,730,765,19
2021-07-30 15:30:00,128,458,414,730,765
2021-07-30 15:35:00,764,128,458,414,730
2021-07-30 15:40:00,985,764,128,458,414
2021-07-30 15:45:00,878,985,764,128,458
2021-07-30 15:50:00,432,878,985,764,128
2021-07-30 15:55:00,518,432,878,985,764
2021-07-30 16:00:00,625,518,432,878,985
2021-07-30 16:05:00,114,625,518,432,878
2021-07-30 16:10:00,574,114,625,518,432
2021-07-30 16:15:00,338,574,114,625,518
2021-07-30 16:20:00,906,338,574,114,625
2021-07-30 16:25:00,340,906,338,574,114
2021-07-30 16:30:00,531,340,906,338,574
2021-07-30 16:35:00,168,531,340,906,338
2021-07-30 16:40:00,991,168,531,340,906
2021-07-30 16:45:00,129,991,168,531,340
2021-07-30 16:50:00,991,129,991,168,531
2021-07-30 16:55:00,565,991,129,991,168
2021-07-30 17:00:00,684,565,991,129,991
2021-07-30 17:05:00,593,684,565,991,129
2021-07-30 17:10:00,63,593,684,565,991
2021-07-30 17:15:00,553,63,593,684,565
2021-07-30 17:20:00,360,553,63,593,684
2021-07-30 17:25:00,95,360,553,63,593
2021-07-30 17:30:00,205,95,360,553,63
2021-07-30 17:35:00,670,205,95,360,553
2021-07-30 17:40:00,416,670,205,95,360
2021-07-30 17:45:00,714,416,670,205,95
2021-07-30 17:50:00,791,714,416,670,205
2021-07-30 17:55:00,716,791,714,416,670
2021-07-30 18:00:00,982,716,791,714,416
2021-07-30 18:05:00,986,982,716,791,714
2021-07-30 18:10:00,317,986,982,716,791
2021-07-30 18:15:00,981,317,986,982,716
2021-07-30 18:20:00,207,981,317,986,982
2021-07-30 18:25:00,972,207,981,317,986
2021-07-30 18:30:00,885,972,207,981,317
2021-07-30 18:35:00,679,885,972,207,981
2021-07-30 18:40:00,17,679,885,972,207
2021-07-30 18:45:00,78,17,679,885,972
2021-07-30 18:50:00,269,78,17,679,885
2021-07-30 18:55:00,541,269,78,17,679
2021-07-30 19:00:00,673,541,269,78,17
2021-07-30 19:05:00,176,673,541,269,78
2021-07-30 19:10:00,923,176,673,541,269
2021-07-30 19:15:00,211,923,176,673,541
2021-07-30 19:20:00,455,211,923,176,673
2021-07-30 19:25:00,789,455,211,923,176
2021-07-30 19:30:00,744,789,455,211,923
2021-07-30 19:35:00,902,744,789,455,211
2021-07-30 19:40:00,371,902,744,789,455
2021-07-30 19:45:00,962,371,902,744,789
2021-07-30 19:50:00,598,962,371,902,744
2021-07-30 19:55:00,637,598,962,371,902
2021-07-30 20:00:00,625,637,598,962,371
2021-07-30 20:05:00,662,625,637,598,962
2021-07-30 20:10:00,338,662,625,637,598
2021-07-30 20:15:00,124,338,662,625,637
2021-07-30 20:20:00,905,124,338,662,625
2021-07-30 20:25:00,747,905,124,338,662
2021-07-30 20:30:00,143,747,905,124,338
2021-07-30 20:35:00,986,143,747,905,124
2021-07-30 20:40:00,64,986,143,747,905
2021-07-30 20:45:00,104,64,986,143,747
2021-07-30 20:50:00,862,104,64,986,143
2021-07-30 20:55:00,619,862,104,64,986
2021-07-30 21:00:00,698,619,862,104,64
2021-07-30 21:05:00,382,698,619,862,104
2021-07-30 21:10:00,477,382,698,619,862
2021-07-30 21:15:00,764,477,382,698,619
2021-07-30 21:20:00,542,764,477,382,698
2021-07-30 21:25:00,122,542,764,477,382
2021-07-30 21:30:00,394,122,542,764,477
2021-07-30 21:35:00,493,394,122,542,764
2021-07-30 21:40:00,911,493,394,122,542
2021-07-30 21:45:00,423,911,493,394,122
2021-07-30 21:50:00,322,423,911,493,394
2021-07-30 21:55:00,63,322,423,911,493
2021-07-30 22:00:00,547,63,322,423,911
2021-07-30 22:05:00,614,547,63,322,423
2021-07-30 22:10:00,189,614,547,63,322
2021-07-30 22:15:00,941,189,614,547,63
2021-07-30 22:20:00,481,941,189,614,547
2021-07-30 22:25:00,284,481,941,189,614
2021-07-30 22:30:00,78,284,481,941,189
2021-07-30 22:35:00,701,78,284,481,941
2021-07-30 22:40:00,471,701,78,284,481
2021-07-30 22:45:00,576,471,701,78,284
2021-07-30 22:50:00,121,576,471,701,78
2021-07-30 22:55:00,593,121,576,471,701
2021-07-30 23:00:00,343,593,121,576,471
2021-07-30 23:05:00,444,343,593,121,576
2021-07-30 23:10:00,722,444,343,593,121
2021-07-30 23:15:00,805,722,444,343,593
2021-07-30 23:20:00,991,805,722,444,343
2021-07-30 23:25:00,320,991,805,722,444
2021-07-30 23:30:00,820,320,991,805,722
2021-07-30 23:35:00,545,820,320,991,805
2021-07-30 23:40:00,103,545,820,320,991
2021-07-30 23:45:00,303,103,545,820,320
2021-07-30 23:50:00,362,303,103,545,820
2021-07-30 23:55:00,15,362,303,103,545
2021-07-31 00:00:00,869,15,362,303,103
2021-07-31 00:05:00,808,869,15,362,303
2021-07-31 00:10:00,410,808,869,15,362
2021-07-31 00:15:00,64,410,808,869,15
2021-07-31 00:20:00,462,64,410,808,869
2021-07-31 00:25:00,409,462,64,410,808
2021-07-31 00:30:00,627,409,462,64,410
2021-07-31 00:35:00,903,627,409,462,64
2021-07-31 00:40:00,877,903,627,409,462
2021-07-31 00:45:00,367,877,903,627,409
2021-07-31 00:50:00,27,367,877,903,627
2021-07-31 00:55:00,486,27,367,877,903
2021-07-31 01:00:00,787,486,27,367,877
2021-07-31 01:05:00,41,787,486,27,367
2021-07-31 01:10:00,160,41,787,486,27
2021-07-31 01:15:00,698,160,41,787,486
2021-07-31 01:20:00,520,698,160,41,787
2021-07-31 01:25:00,113,520,698,160,41
2021-07-31 01:30:00,537,113,520,698,160
2021-07-31 01:35:00,783,537,113,520,698
2021-07-31 01:40:00,177,783,537,113,520
2021-07-31 01:45:00,323,177,783,537,113
2021-07-31 01:50:00,388,323,177,783,537
2021-07-31 01:55:00,111,388,323,177,783
2021-07-31 02:00:00,119,111,388,323,177
2021-07-31 02:05:00,476,119,111,388,323
2021-07-31 02:10:00,957,476,119,111,388
2021-07-31 02:15:00,684,957,476,119,111
2021-07-31 02:20:00,619,684,957,476,119
2021-07-31 02:25:00,831,619,684,957,476
2021-07-31 02:30:00,523,831,619,684,957
2021-07-31 02:35:00,786,523,831,619,684
2021-07-31 02:40:00,843,786,523,831,619
2021-07-31 02:45:00,529,843,786,523,831
2021-07-31 02:50:00,487,529,843,786,523
2021-07-31 02:55:00,226,487,529,843,786
2021-07-31 03:00:00,517,226,487,529,843
2021-07-31 03:05:00,692,517,226,487,529
2021-07-31 03:10:00,369,692,517,226,487
2021-07-31 03:15:00,604,369,692,517,226
2021-07-31 03:20:00,8,604,369,692,517
2021-07-31 03:25:00,259,8,604,369,692
2021-07-31 03:30:00,458,259,8,604,369
2021-07-31 03:35:00,436,458,259,8,604
2021-07-31 03:40:00,460,436,458,259,8
2021-07-31 03:45:00,744,460,436,458,259
2021-07-31 03:50:00,128,744,460,436,458
2021-07-31 03:55:00,284,128,744,460,436
2021-07-31 04:00:00,527,284,128,744,460
2021-07-31 04:05:00,328,527,284,128,744
2021-07-31 04:10:00,860,328,527,284,128
2021-07-31 04:15:00,572,860,328,527,284
2021-07-31 04:20:00,949,572,860,328,527
2021-07-31 04:25:00,165,949,572,860,328
2021-07-31 04:30:00,347,165,949,572,860
2021-07-31 04:35:00,73,347,165,949,572
2021-07-31 04:40:00,633,73,347,165,949
2021-07-31 04:45:00,278,633,73,347,165
2021-07-31 04:50:00,512,278,633,73,347
2021-07-31 04:55:00,862,512,278,633,73
2021-07-31 05:00:00,498,862,512,278,633
2021-07-31 05:05:00,243,498,862,512,278
2021-07-31 05:10:00,646,243,498,862,512
2021-07-31 05:15:00,492,646,243,498,862
2021-07-31 05:20:00,747,492,646,243,498
2021-07-31 05:25:00,976,747,492,646,243
2021-07-31 05:30:00,257,976,747,492,646
2021-07-31 05:35:00,307,257,976,747,492
2021-07-31 05:40:00,986,307,257,976,747
2021-07-31 05:45:00,260,986,307,257,976
2021-07-31 05:50:00,827,260,986,307,257
2021-07-31 05:55:00,508,827,260,986,307
2021-07-31 06:00:00,352,508,827,260,986
2021-07-31 06:05:00,463,352,508,827,260
2021-07-31 06:10:00,479,463,352,508,827
2021-07-31 06:15:00,510,479,463,352,508
2021-07-31 06:20:00,887,510,479,463,352
2021-07-31 06:25:00,206,887,510,479,463
2021-07-31 06:30:00,135,206,887,510,479
2021-07-31 06:35:00,576,135,206,887,510
2021-07-31 06:40:00,234,576,135,206,887
2021-07-31 06:45:00,621,234,576,135,206
2021-07-31 06:50:00,631,621,234,576,135
2021-07-31 06:55:00,495,631,621,234,576
2021-07-31 07:00:00,183,495,631,621,234
2021-07-31 07:05:00,657,183,495,631,621
2021-07-31 07:10:00,310,657,183,495,631
2021-07-31 07:15:00,808,310,657,183,495
2021-07-31 07:20:00,485,808,310,657,183
2021-07-31 07:25:00,81,485,808,310,657
2021-07-31 07:30:00,456,81,485,808,310
2021-07-31 07:35:00,638,456,81,485,808
2021-07-31 07:40:00,723,638,456,81,485
2021-07-31 07:45:00,956,723,638,456,81
2021-07-31 07:50:00,372,956,723,638,456
2021-07-31 07:55:00,275,372,956,723,638
2021-07-31 08:00:00,257,275,372,956,723
2021-07-31 08:05:00,961,257,275,372,956
2021-07-31 08:10:00,112,961,257,275,372
2021-07-31 08:15:00,658,112,961,257,275
2021-07-31 08:20:00,282,658,112,961,257
2021-07-31 08:25:00,647,282,658,112,961
2021-07-31 08:30:00,287,647,282,658,112
2021-07-31 08:35:00,414,287,647,282,658
2021-07-31 08:40:00,473,414,287,647,282
2021-07-31 08:45:00,838,473,414,287,647
2021-07-31 08:50:00,185,838,473,414,287
2021-07-31 08:55:00,905,185,838,473,414
2021-07-31 09:00:00,801,905,185,838,473
2021-07-31 09:05:00,857,801,905,185,838
2021-07-31 09:10:00,784,857,801,905,185
2021-07-31 09:15:00,6,784,857,801,905
2021-07-31 09:20:00,947,6,784,857,801
2021-07-31 09:25:00,363,947,6,784,857
2021-07-31 09:30:00,20,363,947,6,784
2021-07-31 09:35:00,859,20,363,947,6
2021-07-31 09:40:00,304,859,20,363,947
2021-07-31 09:45:00,260,304,859,20,363
2021-07-31 09:50:00,104,260,304,859,20
2021-07-31 09:55:00,485,104,260,304,859
2021-07-31 10:00:00,463,485,104,260,304
2021-07-31 10:05:00,154,463,485,104,260
2021-07-31 10:10:00,577,154,463,485,104
2021-07-31 10:15:00,469,577,154,463,485
2021-07-31 10:20:00,802,469,577,154,463
2021-07-31 10:25:00,956,802,469,577,154
2021-07-31 10:30:00,239,956,802,469,577
2021-07-31 10:35:00,424,239,956,802,469
2021-07-31 10:40:00,738,424,239,956,802
2021-07-31 10:45:00,32,738,424,239,956
2021-07-31 10:50:00,749,32,738,424,239
2021-07-31 10:55:00,618,749,32,738,424
2021-07-31 11:00:00,894,618,749,32,738
2021-07-31 11:05:00,689,894,618,749,32
2021-07-31 11:10:00,478,689,894,618,749
